image,x,y,score,hit
orange_pos_clean_01/orange_pos_003151_20260511_163849_036.png,60,100,3.670,0
orange_pos_clean_01/orange_pos_003151_20260511_163849_036.png,80,100,3.655,0
orange_pos_clean_01/orange_pos_003151_20260511_163849_036.png,100,100,3.716,0
orange_pos_clean_01/orange_pos_003151_20260511_163849_036.png,120,100,3.617,0
orange_pos_clean_01/orange_pos_003151_20260511_163849_036.png,140,100,3.475,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,0,0,10.775,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,20,0,14.887,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,40,0,71.313,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,60,0,27.091,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,80,0,8.333,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,100,0,10.004,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,120,0,9.349,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,140,0,91.700,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,0,20,7.822,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,20,20,12.526,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,40,20,57.189,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,60,20,8.011,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,80,20,9.821,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,100,20,10.141,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,120,20,55.191,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,140,20,140.698,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,0,40,16.748,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,20,40,23.130,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,40,40,29.908,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,60,40,11.636,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,80,40,61.183,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,100,40,17.725,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,120,40,110.730,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,140,40,98.620,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,0,60,32.894,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,20,60,33.825,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,40,60,20.608,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,60,60,187.651,1
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,80,60,255.000,1
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,100,60,80.838,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,120,60,97.639,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,140,60,49.777,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,0,80,18.906,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,20,80,44.376,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,40,80,17.866,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,60,80,35.982,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,80,80,96.998,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,100,80,36.806,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,120,80,20.241,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,140,80,47.613,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,0,100,22.450,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,20,100,74.925,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,40,100,40.028,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,60,100,15.233,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,80,100,13.491,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,100,100,16.897,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,120,100,43.608,0
orange_pos_clean_01/orange_pos_003153_20260511_163849_458.png,140,100,69.756,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,0,0,6.442,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,20,0,5.090,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,40,0,5.044,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,60,0,5.342,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,80,0,8.354,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,100,0,10.085,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,120,0,7.803,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,140,0,4.074,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,0,20,4.439,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,20,20,5.503,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,40,20,4.536,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,60,20,5.571,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,80,20,9.949,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,100,20,10.169,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,120,20,6.280,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,140,20,4.116,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,0,40,2.765,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,20,40,4.924,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,40,40,4.178,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,60,40,5.263,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,80,40,7.831,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,100,40,7.696,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,120,40,4.913,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,140,40,3.848,0
